dataset,exam,sequence,file,slice_index,psnr,ssim
data_2,D2-005,T1,D2-005_T1,74,8.515265,0.254698
data_2,D2-005,T1,D2-005_T1,75,8.550593,0.257424
data_2,D2-005,T1,D2-005_T1,76,8.440783,0.259850
data_2,D2-005,T1,D2-005_T1,77,8.347021,0.262694
data_2,D2-005,T1,D2-005_T1,78,8.250186,0.266418
data_2,D2-005,T1,D2-005_T1,79,8.321907,0.269160
data_2,D2-005,T1,D2-005_T1,80,8.439789,0.272695
data_2,D2-005,T1,D2-005_T1,81,8.638100,0.276834
data_2,D2-005,T1,D2-005_T1,82,8.967006,0.280766
data_2,D2-005,T1,D2-005_T1,83,9.359146,0.285087
data_2,D2-005,T1,D2-005_T1,84,9.301362,0.287841
data_2,D2-005,T1,D2-005_T1FS,0,5.907801,0.267066
data_2,D2-005,T1,D2-005_T1FS,1,5.900331,0.263020
data_2,D2-005,T1,D2-005_T1FS,2,5.934617,0.259097
data_2,D2-005,T1,D2-005_T1FS,3,6.101533,0.255226
data_2,D2-005,T1,D2-005_T1FS,4,6.489347,0.252364
data_2,D2-005,T1,D2-005_T1FS,5,6.991377,0.250080
data_2,D2-005,T1,D2-005_T1FS,6,7.470390,0.247858
data_2,D2-005,T1,D2-005_T1FS,7,7.662008,0.244583
data_2,D2-005,T1,D2-005_T1FS,8,7.545073,0.241501
data_2,D2-005,T1,D2-005_T1FS,9,7.582349,0.239365
data_2,D2-005,T1,D2-005_T1FS,10,7.705143,0.237992
data_2,D2-005,T1,D2-005_T1FS,11,8.439217,0.238605
data_2,D2-005,T1,D2-005_T1FS,12,8.954421,0.238314
data_2,D2-005,T1,D2-005_T1FS,13,9.044092,0.236411
data_2,D2-005,T1,D2-005_T1FS,14,8.959518,0.234504
data_2,D2-005,T1,D2-005_T1FS,15,8.977758,0.232783
data_2,D2-005,T1,D2-005_T1FS,16,9.045598,0.232050
data_2,D2-005,T1,D2-005_T1FS,17,9.028170,0.230237
data_2,D2-005,T1,D2-005_T1FS,18,9.158126,0.228788
data_2,D2-005,T1,D2-005_T1FS,19,9.124271,0.227862
data_2,D2-005,T1,D2-005_T1FS,20,9.070928,0.226859
data_2,D2-005,T1,D2-005_T1FS,21,9.121084,0.226123
data_2,D2-005,T1,D2-005_T1FS,22,9.183468,0.225627
data_2,D2-005,T1,D2-005_T1FS,23,9.307051,0.225652
data_2,D2-005,T1,D2-005_T1FS,24,9.349517,0.224856
data_2,D2-005,T1,D2-005_T1FS,25,9.549171,0.225661
data_2,D2-005,T1,D2-005_T1FS,26,9.684182,0.225720
data_2,D2-005,T1,D2-005_T1FS,27,9.756059,0.226888
data_2,D2-005,T1,D2-005_T1FS,28,9.541631,0.227009
data_2,D2-005,T1,D2-005_T1FS,29,9.279594,0.227204
data_2,D2-005,T1,D2-005_T1FS,30,9.110799,0.228349
data_2,D2-005,T1,D2-005_T1FS,31,9.006805,0.229764
data_2,D2-005,T1,D2-005_T1FS,32,8.955852,0.230708
data_2,D2-005,T1,D2-005_T1FS,33,8.883969,0.230600
data_2,D2-005,T1,D2-005_T1FS,34,8.855180,0.231206
data_2,D2-005,T1,D2-005_T1FS,35,9.013989,0.232421
data_2,D2-005,T1,D2-005_T1FS,36,9.017458,0.232455
data_2,D2-005,T1,D2-005_T1FS,37,8.909993,0.232859
data_2,D2-005,T1,D2-005_T1FS,38,8.633121,0.231642
data_2,D2-005,T1,D2-005_T1FS,39,8.611731,0.231217
data_2,D2-005,T1,D2-005_T1FS,40,8.890487,0.230938
data_2,D2-005,T1,D2-005_T1FS,41,8.768670,0.229640
data_2,D2-005,T1,D2-005_T1FS,42,8.521710,0.227708
data_2,D2-005,T1,D2-005_T1FS,43,8.470824,0.227033
data_2,D2-005,T1,D2-005_T1FS,44,8.332480,0.226092
data_2,D2-005,T1,D2-005_T1FS,45,8.345929,0.225743
data_2,D2-005,T1,D2-005_T1FS,46,8.369220,0.225106
data_2,D2-005,T1,D2-005_T1FS,47,8.238574,0.224833
data_2,D2-005,T1,D2-005_T1FS,48,8.260810,0.225089
data_2,D2-005,T1,D2-005_T1FS,49,8.284805,0.224734
data_2,D2-005,T1,D2-005_T1FS,50,8.319166,0.224868
data_2,D2-005,T1,D2-005_T1FS,51,8.430013,0.225541
data_2,D2-005,T1,D2-005_T1FS,52,8.595281,0.227162
data_2,D2-005,T1,D2-005_T1FS,53,8.813498,0.228583
data_2,D2-005,T1,D2-005_T1FS,54,8.485667,0.228709
data_2,D2-005,T1,D2-005_T1FS,55,8.229408,0.228648
data_2,D2-005,T1,D2-005_T1FS,56,8.127072,0.228874
data_2,D2-005,T1,D2-005_T1FS,57,8.176468,0.229493
data_2,D2-005,T1,D2-005_T1FS,58,8.303278,0.230840
data_2,D2-005,T1,D2-005_T1FS,59,8.444804,0.232180
data_2,D2-005,T1,D2-005_T1FS,60,8.568989,0.233526
data_2,D2-005,T1,D2-005_T1FS,61,8.633655,0.234337
data_2,D2-005,T1,D2-005_T1FS,62,8.848031,0.235456
data_2,D2-005,T1,D2-005_T1FS,63,8.825365,0.236571
data_2,D2-005,T1,D2-005_T1FS,64,8.825007,0.237582
data_2,D2-005,T1,D2-005_T1FS,65,8.719345,0.238588
data_2,D2-005,T1,D2-005_T1FS,66,8.606419,0.239661
data_2,D2-005,T1,D2-005_T1FS,67,8.686611,0.240948
data_2,D2-005,T1,D2-005_T1FS,68,8.745126,0.242481
data_2,D2-005,T1,D2-005_T1FS,69,8.624730,0.244043
data_2,D2-005,T1,D2-005_T1FS,70,8.669475,0.246306
data_2,D2-005,T1,D2-005_T1FS,71,8.522855,0.247539
data_2,D2-005,T1,D2-005_T1FS,72,8.513031,0.249932
data_2,D2-005,T1,D2-005_T1FS,73,8.583964,0.252736
data_2,D2-005,T1,D2-005_T1FS,74,8.515265,0.254698
data_2,D2-005,T1,D2-005_T1FS,75,8.550593,0.257424
data_2,D2-005,T1,D2-005_T1FS,76,8.440783,0.259850
data_2,D2-005,T1,D2-005_T1FS,77,8.347021,0.262694
data_2,D2-005,T1,D2-005_T1FS,78,8.250186,0.266418
data_2,D2-005,T1,D2-005_T1FS,79,8.321907,0.269160
data_2,D2-005,T1,D2-005_T1FS,80,8.439789,0.272695
data_2,D2-005,T1,D2-005_T1FS,81,8.638100,0.276834
data_2,D2-005,T1,D2-005_T1FS,82,8.967006,0.280766
data_2,D2-005,T1,D2-005_T1FS,83,9.359146,0.285087
data_2,D2-005,T1,D2-005_T1FS,84,9.301362,0.287841
data_2,D2-005,T2,D2-005_T2,0,6.778268,0.300239
data_2,D2-005,T2,D2-005_T2,1,6.731088,0.293130
data_2,D2-005,T2,D2-005_T2,2,6.583234,0.287259
data_2,D2-005,T2,D2-005_T2,3,6.411037,0.284304
data_2,D2-005,T2,D2-005_T2,4,6.346009,0.280982
data_2,D2-005,T2,D2-005_T2,5,6.597268,0.282121
data_2,D2-005,T2,D2-005_T2,6,6.589009,0.281570
data_2,D2-005,T2,D2-005_T2,7,6.489767,0.280928
data_2,D2-005,T2,D2-005_T2,8,6.272379,0.277765
data_2,D2-005,T2,D2-005_T2,9,6.243820,0.280782
data_2,D2-005,T2,D2-005_T2,10,6.263676,0.278608
data_2,D2-005,T2,D2-005_T2,11,7.846435,0.290383
data_2,D2-005,T2,D2-005_T2,12,8.933330,0.301667
data_2,D2-005,T2,D2-005_T2,13,8.517172,0.300093
data_2,D2-005,T2,D2-005_T2,14,8.258691,0.298250
data_2,D2-005,T2,D2-005_T2,15,8.503812,0.297544
data_2,D2-005,T2,D2-005_T2,16,7.106510,0.286384
data_2,D2-005,T2,D2-005_T2,17,7.035488,0.283241
data_2,D2-005,T2,D2-005_T2,18,7.006845,0.282077
data_2,D2-005,T2,D2-005_T2,19,7.053771,0.282771
data_2,D2-005,T2,D2-005_T2,20,7.085594,0.282544
data_2,D2-005,T2,D2-005_T2,21,7.125265,0.287144
data_2,D2-005,T2,D2-005_T2,22,7.238193,0.290700
data_2,D2-005,T2,D2-005_T2,23,7.347230,0.293228
data_2,D2-005,T2,D2-005_T2,24,7.002455,0.287582
data_2,D2-005,T2,D2-005_T2,25,6.925915,0.294955
data_2,D2-005,T2,D2-005_T2,26,6.619974,0.297419
data_2,D2-005,T2,D2-005_T2,27,6.527256,0.309735
data_2,D2-005,T2,D2-005_T2,28,6.556618,0.316733
data_2,D2-005,T2,D2-005_T2,29,6.712378,0.323901
data_2,D2-005,T2,D2-005_T2,30,6.649551,0.327459
data_2,D2-005,T2,D2-005_T2,31,6.388201,0.334062
data_2,D2-005,T2,D2-005_T2,32,6.640283,0.343387
data_2,D2-005,T2,D2-005_T2,33,7.107976,0.358933
data_2,D2-005,T2,D2-005_T2FS,0,7.539588,0.234939
data_2,D2-005,T2,D2-005_T2FS,1,7.933300,0.242403
data_2,D2-005,T2,D2-005_T2FS,2,9.144962,0.253767
data_2,D2-005,T2,D2-005_T2FS,3,10.347038,0.267187
data_2,D2-005,T2,D2-005_T2FS,4,10.986743,0.277074
data_2,D2-005,T2,D2-005_T2FS,5,11.160055,0.278496
data_2,D2-005,T2,D2-005_T2FS,6,11.742648,0.283119
data_2,D2-005,T2,D2-005_T2FS,7,12.617490,0.289747
data_2,D2-005,T2,D2-005_T2FS,8,13.979364,0.305799
data_2,D2-005,T2,D2-005_T2FS,9,15.075206,0.336616
data_2,D2-005,T2,D2-005_T2FS,10,16.233738,0.349583
data_2,D2-005,T2,D2-005_T2FS,11,15.927640,0.353146
data_2,D2-005,T2,D2-005_T2FS,12,15.402113,0.355900
data_2,D2-005,T2,D2-005_T2FS,13,15.266344,0.353705
data_2,D2-005,T2,D2-005_T2FS,14,14.850064,0.349835
data_2,D2-005,T2,D2-005_T2FS,15,14.210401,0.341765
data_2,D2-005,T2,D2-005_T2FS,16,13.618538,0.332687
data_2,D2-005,T2,D2-005_T2FS,17,12.661181,0.321046
data_2,D2-005,T2,D2-005_T2FS,18,12.713647,0.318029
data_2,D2-005,T2,D2-005_T2FS,19,13.424284,0.323810
data_2,D2-005,T2,D2-005_T2FS,20,12.309969,0.312252
data_2,D2-005,T2,D2-005_T2FS,21,11.655973,0.303244
data_2,D2-005,T2,D2-005_T2FS,22,11.027576,0.295558
data_2,D2-005,T2,D2-005_T2FS,23,10.832304,0.288653
data_2,D2-005,T2,D2-005_T2FS,24,10.880454,0.279965
data_2,D2-005,T2,D2-005_T2FS,25,10.649247,0.280588
data_2,D2-005,T2,D2-005_T2FS,26,10.718586,0.286019
data_2,D2-005,T2,D2-005_T2FS,27,10.250985,0.285843
data_2,D2-005,T2,D2-005_T2FS,28,10.199746,0.289300
data_2,D2-005,T2,D2-005_T2FS,29,10.257725,0.287889
data_2,D2-005,T2,D2-005_T2FS,30,10.733924,0.293416
data_2,D2-005,T2,D2-005_T2FS,31,12.425196,0.310198
data_2,D2-005,T2,D2-005_T2FS,32,12.884195,0.329926
data_2,D2-005,T2,D2-005_T2FS,33,12.730481,0.334094
data_2,D2-006,T1,D2-006_T1,0,8.780545,0.343768
data_2,D2-006,T1,D2-006_T1,1,8.527687,0.339700
data_2,D2-006,T1,D2-006_T1,2,8.285896,0.335813
data_2,D2-006,T1,D2-006_T1,3,8.132556,0.332902
data_2,D2-006,T1,D2-006_T1,4,7.988985,0.328365
data_2,D2-006,T1,D2-006_T1,5,7.882129,0.323689
data_2,D2-006,T1,D2-006_T1,6,7.869594,0.319740
data_2,D2-006,T1,D2-006_T1,7,7.914447,0.315759
data_2,D2-006,T1,D2-006_T1,8,8.025247,0.310962
data_2,D2-006,T1,D2-006_T1,9,8.154563,0.307363
data_2,D2-006,T1,D2-006_T1,10,8.263296,0.303016
data_2,D2-006,T1,D2-006_T1,11,8.343653,0.299341
data_2,D2-006,T1,D2-006_T1,12,8.421985,0.295732
data_2,D2-006,T1,D2-006_T1,13,8.402593,0.293979
data_2,D2-006,T1,D2-006_T1,14,8.298888,0.291956
data_2,D2-006,T1,D2-006_T1,15,8.197353,0.289738
