dataset,exam,sequence,file,slice_index,psnr,ssim
data_2,D2-057,T1,D2-057_T1,26,7.762141,0.231617
data_2,D2-057,T1,D2-057_T1,27,7.787007,0.232464
data_2,D2-057,T1,D2-057_T1,28,7.794324,0.232549
data_2,D2-057,T1,D2-057_T1,29,7.822674,0.233264
data_2,D2-057,T1,D2-057_T1,30,7.854044,0.234009
data_2,D2-057,T1,D2-057_T1,31,7.912738,0.233421
data_2,D2-057,T1,D2-057_T1,32,7.980454,0.234023
data_2,D2-057,T1,D2-057_T1,33,8.136820,0.235001
data_2,D2-057,T1,D2-057_T1,34,8.267678,0.234462
data_2,D2-057,T1,D2-057_T1,35,8.361590,0.234145
data_2,D2-057,T1,D2-057_T1,36,8.463481,0.234624
data_2,D2-057,T1,D2-057_T1,37,8.501669,0.234082
data_2,D2-057,T1,D2-057_T1,38,8.550601,0.234243
data_2,D2-057,T1,D2-057_T1,39,8.655734,0.233425
data_2,D2-057,T1,D2-057_T1,40,8.749797,0.232635
data_2,D2-057,T1,D2-057_T1,41,8.781373,0.232286
data_2,D2-057,T1,D2-057_T1,42,8.883711,0.231942
data_2,D2-057,T1,D2-057_T1,43,8.974827,0.231235
data_2,D2-057,T1,D2-057_T1,44,9.048169,0.230701
data_2,D2-057,T1,D2-057_T1,45,9.056082,0.228749
data_2,D2-057,T1,D2-057_T1,46,9.092544,0.227535
data_2,D2-057,T1,D2-057_T1,47,9.106643,0.226759
data_2,D2-057,T1,D2-057_T1,48,9.044242,0.226082
data_2,D2-057,T1,D2-057_T1,49,8.974325,0.224890
data_2,D2-057,T1,D2-057_T1,50,8.929686,0.223282
data_2,D2-057,T1,D2-057_T1,51,8.901430,0.221501
data_2,D2-057,T1,D2-057_T1,52,8.895802,0.220565
data_2,D2-057,T1,D2-057_T1,53,8.847256,0.218541
data_2,D2-057,T1,D2-057_T1,54,8.791272,0.215517
data_2,D2-057,T1,D2-057_T1,55,8.732262,0.213878
data_2,D2-057,T1,D2-057_T1,56,8.700550,0.212452
data_2,D2-057,T1,D2-057_T1,57,8.668779,0.210706
data_2,D2-057,T1,D2-057_T1,58,8.636585,0.209066
data_2,D2-057,T1,D2-057_T1,59,8.581600,0.207581
data_2,D2-057,T1,D2-057_T1,60,8.545688,0.206167
data_2,D2-057,T1,D2-057_T1,61,8.510902,0.204014
data_2,D2-057,T1,D2-057_T1,62,8.463674,0.201807
data_2,D2-057,T1,D2-057_T1,63,8.410597,0.200434
data_2,D2-057,T1,D2-057_T1,64,8.332862,0.199326
data_2,D2-057,T1,D2-057_T1,65,8.237373,0.197606
data_2,D2-057,T1,D2-057_T1,66,8.124689,0.196320
data_2,D2-057,T1,D2-057_T1,67,8.027306,0.195165
data_2,D2-057,T1,D2-057_T1,68,7.983672,0.194623
data_2,D2-057,T1,D2-057_T1,69,7.942856,0.194562
data_2,D2-057,T1,D2-057_T1,70,7.859186,0.193585
data_2,D2-057,T1,D2-057_T1,71,7.757953,0.194017
data_2,D2-057,T1,D2-057_T1,72,7.660795,0.194718
data_2,D2-057,T1,D2-057_T1,73,7.593387,0.193410
data_2,D2-057,T1,D2-057_T1,74,7.545844,0.193202
data_2,D2-057,T1,D2-057_T1,75,7.469767,0.192796
data_2,D2-057,T1,D2-057_T1,76,7.351534,0.192568
data_2,D2-057,T1,D2-057_T1,77,7.229618,0.190761
data_2,D2-057,T1,D2-057_T1,78,7.116312,0.190201
data_2,D2-057,T1,D2-057_T1,79,6.976226,0.190443
data_2,D2-057,T1,D2-057_T1,80,6.842620,0.190276
data_2,D2-057,T1,D2-057_T1,81,6.702886,0.188751
data_2,D2-057,T1,D2-057_T1,82,6.616026,0.188397
data_2,D2-057,T1,D2-057_T1,83,6.536135,0.187562
data_2,D2-057,T1,D2-057_T1,84,6.451071,0.187181
data_2,D2-057,T1,D2-057_T1,85,6.419748,0.187943
data_2,D2-057,T1,D2-057_T1,86,6.407585,0.188919
data_2,D2-057,T1,D2-057_T1,87,6.395430,0.190222
data_2,D2-057,T1,D2-057_T1,88,6.402810,0.192718
data_2,D2-057,T1,D2-057_T1,89,6.413372,0.195227
data_2,D2-057,T1,D2-057_T1,90,6.472213,0.197745
data_2,D2-057,T1,D2-057_T1,91,6.601373,0.200897
data_2,D2-057,T1,D2-057_T1,92,6.799833,0.205484
data_2,D2-057,T1,D2-057_T1,93,6.974216,0.210652
data_2,D2-057,T1,D2-057_T1,94,7.179522,0.218734
data_2,D2-057,T1,D2-057_T1,95,7.367481,0.227713
data_2,D2-057,T1,D2-057_T1,96,7.526276,0.238058
data_2,D2-057,T1,D2-057_T1,97,7.677735,0.248160
data_2,D2-057,T1,D2-057_T1,98,7.828516,0.259815
data_2,D2-057,T1,D2-057_T1,99,7.993365,0.273270
data_2,D2-057,T1,D2-057_T1,100,8.175514,0.283563
data_2,D2-057,T1,D2-057_T1,101,8.357967,0.293575
data_2,D2-057,T1,D2-057_T1,102,8.572002,0.303491
data_2,D2-057,T1,D2-057_T1,103,8.737365,0.311569
data_2,D2-057,T1,D2-057_T1,104,8.856404,0.316741
data_2,D2-057,T1,D2-057_T1,105,8.994331,0.320529
data_2,D2-057,T1,D2-057_T1FS,0,6.926724,0.200857
data_2,D2-057,T1,D2-057_T1FS,1,6.929891,0.200776
data_2,D2-057,T1,D2-057_T1FS,2,6.837224,0.200712
data_2,D2-057,T1,D2-057_T1FS,3,6.944997,0.201273
data_2,D2-057,T1,D2-057_T1FS,4,7.086940,0.201937
data_2,D2-057,T1,D2-057_T1FS,5,7.071298,0.202622
data_2,D2-057,T1,D2-057_T1FS,6,7.134211,0.203411
data_2,D2-057,T1,D2-057_T1FS,7,7.362706,0.204332
data_2,D2-057,T1,D2-057_T1FS,8,7.726642,0.206158
data_2,D2-057,T1,D2-057_T1FS,9,7.972923,0.207184
data_2,D2-057,T1,D2-057_T1FS,10,8.228365,0.208425
data_2,D2-057,T1,D2-057_T1FS,11,8.636521,0.210289
data_2,D2-057,T1,D2-057_T1FS,12,8.770886,0.211253
data_2,D2-057,T1,D2-057_T1FS,13,9.071776,0.212987
data_2,D2-057,T1,D2-057_T1FS,14,9.315103,0.214259
data_2,D2-057,T1,D2-057_T1FS,15,9.370336,0.215025
data_2,D2-057,T1,D2-057_T1FS,16,9.524242,0.215761
data_2,D2-057,T1,D2-057_T1FS,17,9.926796,0.217563
data_2,D2-057,T1,D2-057_T1FS,18,10.037785,0.217632
data_2,D2-057,T1,D2-057_T1FS,19,10.304455,0.218265
data_2,D2-057,T1,D2-057_T1FS,20,10.571892,0.219084
data_2,D2-057,T1,D2-057_T1FS,21,10.716567,0.220264
data_2,D2-057,T1,D2-057_T1FS,22,10.863077,0.220769
data_2,D2-057,T1,D2-057_T1FS,23,10.933373,0.220321
data_2,D2-057,T1,D2-057_T1FS,24,10.926227,0.220705
data_2,D2-057,T1,D2-057_T1FS,25,10.885296,0.220742
data_2,D2-057,T1,D2-057_T1FS,26,10.720606,0.220215
data_2,D2-057,T1,D2-057_T1FS,27,10.880839,0.221410
data_2,D2-057,T1,D2-057_T1FS,28,10.847534,0.221171
data_2,D2-057,T1,D2-057_T1FS,29,10.744433,0.220577
data_2,D2-057,T1,D2-057_T1FS,30,10.511235,0.219463
data_2,D2-057,T1,D2-057_T1FS,31,10.467223,0.219408
data_2,D2-057,T1,D2-057_T1FS,32,10.271455,0.219896
data_2,D2-057,T1,D2-057_T1FS,33,10.122423,0.221469
data_2,D2-057,T1,D2-057_T1FS,34,9.813486,0.221823
data_2,D2-057,T1,D2-057_T1FS,35,9.449816,0.221505
data_2,D2-057,T1,D2-057_T1FS,36,9.274074,0.222084
data_2,D2-057,T1,D2-057_T1FS,37,9.027811,0.221650
data_2,D2-057,T1,D2-057_T1FS,38,8.796573,0.220488
data_2,D2-057,T1,D2-057_T1FS,39,8.631849,0.219219
data_2,D2-057,T1,D2-057_T1FS,40,8.642522,0.218976
data_2,D2-057,T1,D2-057_T1FS,41,8.688882,0.218569
data_2,D2-057,T1,D2-057_T1FS,42,8.642179,0.217433
data_2,D2-057,T1,D2-057_T1FS,43,8.443654,0.215586
data_2,D2-057,T1,D2-057_T1FS,44,8.314028,0.214150
data_2,D2-057,T1,D2-057_T1FS,45,8.360894,0.212556
data_2,D2-057,T1,D2-057_T1FS,46,8.315146,0.209867
data_2,D2-057,T1,D2-057_T1FS,47,8.258672,0.207816
data_2,D2-057,T1,D2-057_T1FS,48,8.122243,0.205823
data_2,D2-057,T1,D2-057_T1FS,49,8.052395,0.203336
data_2,D2-057,T1,D2-057_T1FS,50,7.952095,0.200280
data_2,D2-057,T1,D2-057_T1FS,51,7.847374,0.197569
data_2,D2-057,T1,D2-057_T1FS,52,7.863202,0.195610
data_2,D2-057,T1,D2-057_T1FS,53,7.826479,0.193500
data_2,D2-057,T1,D2-057_T1FS,54,7.852310,0.191187
data_2,D2-057,T1,D2-057_T1FS,55,7.818007,0.188675
data_2,D2-057,T1,D2-057_T1FS,56,7.725600,0.186862
data_2,D2-057,T1,D2-057_T1FS,57,7.632234,0.185088
data_2,D2-057,T1,D2-057_T1FS,58,7.532230,0.183283
data_2,D2-057,T1,D2-057_T1FS,59,7.555897,0.182370
data_2,D2-057,T1,D2-057_T1FS,60,7.519805,0.181468
data_2,D2-057,T1,D2-057_T1FS,61,7.477469,0.180301
data_2,D2-057,T1,D2-057_T1FS,62,7.500977,0.179593
data_2,D2-057,T1,D2-057_T1FS,63,7.555368,0.179385
data_2,D2-057,T1,D2-057_T1FS,64,7.612896,0.179381
data_2,D2-057,T1,D2-057_T1FS,65,7.739091,0.179344
data_2,D2-057,T1,D2-057_T1FS,66,7.784947,0.179675
data_2,D2-057,T1,D2-057_T1FS,67,7.851337,0.179836
data_2,D2-057,T1,D2-057_T1FS,68,7.862890,0.180240
data_2,D2-057,T1,D2-057_T1FS,69,7.960946,0.180576
data_2,D2-057,T1,D2-057_T1FS,70,8.055300,0.180912
data_2,D2-057,T1,D2-057_T1FS,71,8.049381,0.181411
data_2,D2-057,T1,D2-057_T1FS,72,8.149714,0.182497
data_2,D2-057,T1,D2-057_T1FS,73,8.384437,0.184206
data_2,D2-057,T1,D2-057_T1FS,74,8.600021,0.185064
data_2,D2-057,T1,D2-057_T1FS,75,8.657894,0.185400
data_2,D2-057,T1,D2-057_T1FS,76,8.694669,0.186302
data_2,D2-057,T1,D2-057_T1FS,77,8.744345,0.186489
data_2,D2-057,T1,D2-057_T1FS,78,8.862962,0.187242
data_2,D2-057,T1,D2-057_T1FS,79,9.030056,0.188274
data_2,D2-057,T1,D2-057_T1FS,80,9.213409,0.189010
data_2,D2-057,T1,D2-057_T1FS,81,9.491399,0.190349
data_2,D2-057,T1,D2-057_T1FS,82,9.669063,0.191439
data_2,D2-057,T1,D2-057_T1FS,83,9.788682,0.191866
data_2,D2-057,T1,D2-057_T1FS,84,9.847829,0.192766
data_2,D2-057,T1,D2-057_T1FS,85,9.934803,0.194144
data_2,D2-057,T1,D2-057_T1FS,86,9.973740,0.195710
data_2,D2-057,T1,D2-057_T1FS,87,10.021165,0.197059
data_2,D2-057,T1,D2-057_T1FS,88,10.036804,0.198870
data_2,D2-057,T1,D2-057_T1FS,89,10.014382,0.201518
data_2,D2-057,T1,D2-057_T1FS,90,9.918062,0.204043
data_2,D2-057,T1,D2-057_T1FS,91,9.737815,0.207101
data_2,D2-057,T1,D2-057_T1FS,92,9.393234,0.210455
data_2,D2-057,T1,D2-057_T1FS,93,9.119865,0.215735
data_2,D2-057,T1,D2-057_T1FS,94,8.693790,0.220039
data_2,D2-057,T1,D2-057_T1FS,95,8.312391,0.226182
data_2,D2-057,T1,D2-057_T1FS,96,8.189639,0.235755
data_2,D2-057,T1,D2-057_T1FS,97,8.079872,0.245759
data_2,D2-057,T1,D2-057_T1FS,98,7.865592,0.256755
data_2,D2-057,T1,D2-057_T1FS,99,7.646285,0.266761
data_2,D2-057,T1,D2-057_T1FS,100,7.540716,0.275254
data_2,D2-057,T1,D2-057_T1FS,101,7.382243,0.283322
data_2,D2-057,T1,D2-057_T1FS,102,7.220332,0.291690
data_2,D2-057,T1,D2-057_T1FS,103,7.144164,0.297949
data_2,D2-057,T1,D2-057_T1FS,104,7.037019,0.303070
data_2,D2-057,T1,D2-057_T1FS,105,7.002595,0.307981
data_2,D2-057,T2,D2-057_T2,0,7.576315,0.133060
data_2,D2-057,T2,D2-057_T2,1,7.485575,0.140111
data_2,D2-057,T2,D2-057_T2,2,7.598900,0.149169
data_2,D2-057,T2,D2-057_T2,3,7.683721,0.157839
data_2,D2-057,T2,D2-057_T2,4,7.725780,0.165895
data_2,D2-057,T2,D2-057_T2,5,7.805952,0.172240
data_2,D2-057,T2,D2-057_T2,6,7.829210,0.179588
data_2,D2-057,T2,D2-057_T2,7,7.756376,0.185569
data_2,D2-057,T2,D2-057_T2,8,7.705974,0.189258
data_2,D2-057,T2,D2-057_T2,9,7.911456,0.195656
data_2,D2-057,T2,D2-057_T2,10,8.149857,0.202325
data_2,D2-057,T2,D2-057_T2,11,8.229022,0.206619
data_2,D2-057,T2,D2-057_T2,12,8.098082,0.208440
data_2,D2-057,T2,D2-057_T2,13,7.909468,0.207418
data_2,D2-057,T2,D2-057_T2,14,8.002027,0.207020
data_2,D2-057,T2,D2-057_T2,15,8.091887,0.207550
data_2,D2-057,T2,D2-057_T2,16,8.105647,0.207214
data_2,D2-057,T2,D2-057_T2,17,8.427097,0.207049
data_2,D2-057,T2,D2-057_T2,18,8.718194,0.206748
data_2,D2-057,T2,D2-057_T2,19,8.801697,0.206180
data_2,D2-057,T2,D2-057_T2,20,8.662934,0.204425
data_2,D2-057,T2,D2-057_T2,21,8.769533,0.203690
data_2,D2-057,T2,D2-057_T2,22,8.864845,0.203160
data_2,D2-057,T2,D2-057_T2,23,9.080334,0.203683
data_2,D2-057,T2,D2-057_T2,24,9.146025,0.203873
data_2,D2-057,T2,D2-057_T2,25,9.288432,0.204470
data_2,D2-057,T2,D2-057_T2,26,9.320843,0.205160
data_2,D2-057,T2,D2-057_T2,27,9.202666,0.205519
data_2,D2-057,T2,D2-057_T2,28,9.037168,0.205834
data_2,D2-057,T2,D2-057_T2,29,8.845635,0.206831
data_2,D2-057,T2,D2-057_T2,30,8.381392,0.207922
data_2,D2-057,T2,D2-057_T2,31,7.961500,0.209342
data_2,D2-057,T2,D2-057_T2,32,7.450155,0.209162
data_2,D2-057,T2,D2-057_T2,33,6.997043,0.209907
data_2,D2-057,T2,D2-057_T2,34,6.615297,0.210584
data_2,D2-057,T2,D2-057_T2,35,6.369484,0.211586
data_2,D2-057,T2,D2-057_T2,36,6.119276,0.211734
data_2,D2-057,T2,D2-057_T2,37,6.144261,0.215372
data_2,D2-057,T2,D2-057_T2,38,6.370202,0.221133
data_2,D2-057,T2,D2-057_T2,39,6.784246,0.230155
data_2,D2-057,T2,D2-057_T2,40,7.249557,0.242707
data_2,D2-057,T2,D2-057_T2,41,7.659379,0.252913
data_2,D2-057,T2,D2-057_T2,42,7.966234,0.259679
data_2,D2-057,T2,D2-057_T2,43,8.222464,0.265987
data_2,D2-057,T2,D2-057_T2FS,0,6.577182,0.121798
data_2,D2-057,T2,D2-057_T2FS,1,6.992306,0.135055
data_2,D2-057,T2,D2-057_T2FS,2,7.101409,0.141150
data_2,D2-057,T2,D2-057_T2FS,3,7.532708,0.150642
data_2,D2-057,T2,D2-057_T2FS,4,9.218248,0.164136
data_2,D2-057,T2,D2-057_T2FS,5,7.129076,0.157919
data_2,D2-057,T2,D2-057_T2FS,6,7.321641,0.163746
data_2,D2-057,T2,D2-057_T2FS,7,7.449468,0.170561
data_2,D2-057,T2,D2-057_T2FS,8,7.720285,0.177534
data_2,D2-057,T2,D2-057_T2FS,9,9.777193,0.194201
data_2,D2-057,T2,D2-057_T2FS,10,14.217790,0.227095
data_2,D2-057,T2,D2-057_T2FS,11,14.332042,0.240067
data_2,D2-057,T2,D2-057_T2FS,12,14.123789,0.242686
data_2,D2-057,T2,D2-057_T2FS,13,13.750775,0.237453
data_2,D2-057,T2,D2-057_T2FS,14,11.628432,0.219755
data_2,D2-057,T2,D2-057_T2FS,15,10.559980,0.212719
data_2,D2-057,T2,D2-057_T2FS,16,11.435975,0.216616
data_2,D2-057,T2,D2-057_T2FS,17,12.665413,0.221768
data_2,D2-057,T2,D2-057_T2FS,18,12.035710,0.216521
data_2,D2-057,T2,D2-057_T2FS,19,12.619367,0.219515
data_2,D2-057,T2,D2-057_T2FS,20,11.984266,0.215994
data_2,D2-057,T2,D2-057_T2FS,21,12.275791,0.214819
data_2,D2-057,T2,D2-057_T2FS,22,12.423047,0.214010
data_2,D2-057,T2,D2-057_T2FS,23,12.395255,0.214349
data_2,D2-057,T2,D2-057_T2FS,24,12.410219,0.214439
data_2,D2-057,T2,D2-057_T2FS,25,12.642870,0.214800
data_2,D2-057,T2,D2-057_T2FS,26,11.163568,0.211027
data_2,D2-057,T2,D2-057_T2FS,27,10.150889,0.209095
data_2,D2-057,T2,D2-057_T2FS,28,10.521318,0.211307
data_2,D2-057,T2,D2-057_T2FS,29,11.089592,0.215621
data_2,D2-057,T2,D2-057_T2FS,30,12.927134,0.226128
data_2,D2-057,T2,D2-057_T2FS,31,13.672397,0.236194
data_2,D2-057,T2,D2-057_T2FS,32,14.458237,0.246206
data_2,D2-057,T2,D2-057_T2FS,33,14.347098,0.246572
data_2,D2-057,T2,D2-057_T2FS,34,14.108050,0.240824
data_2,D2-057,T2,D2-057_T2FS,35,13.933567,0.238114
data_2,D2-057,T2,D2-057_T2FS,36,12.834299,0.232612
data_2,D2-057,T2,D2-057_T2FS,37,13.048738,0.236972
data_2,D2-057,T2,D2-057_T2FS,38,13.705424,0.253365
data_2,D2-057,T2,D2-057_T2FS,39,14.074726,0.258890
data_2,D2-057,T2,D2-057_T2FS,40,14.311323,0.278085
data_2,D2-057,T2,D2-057_T2FS,41,13.244148,0.274213
data_2,D2-057,T2,D2-057_T2FS,42,14.102813,0.288534
data_2,D2-057,T2,D2-057_T2FS,43,14.096762,0.297840
data_2,D2-058,T1,D2-058_T1,0,6.721512,0.246258
data_2,D2-058,T1,D2-058_T1,1,6.752288,0.246895
data_2,D2-058,T1,D2-058_T1,2,6.834777,0.249204
data_2,D2-058,T1,D2-058_T1,3,6.928729,0.249843
data_2,D2-058,T1,D2-058_T1,4,6.996508,0.250186
data_2,D2-058,T1,D2-058_T1,5,7.088227,0.250738
data_2,D2-058,T1,D2-058_T1,6,7.177839,0.251506
data_2,D2-058,T1,D2-058_T1,7,7.248073,0.252484
data_2,D2-058,T1,D2-058_T1,8,7.317883,0.253284
data_2,D2-058,T1,D2-058_T1,9,7.357570,0.254108
data_2,D2-058,T1,D2-058_T1,10,7.374721,0.254809
data_2,D2-058,T1,D2-058_T1,11,7.402799,0.256188
data_2,D2-058,T1,D2-058_T1,12,7.375970,0.257189
data_2,D2-058,T1,D2-058_T1,13,7.365687,0.258734
data_2,D2-058,T1,D2-058_T1,14,7.394857,0.259393
data_2,D2-058,T1,D2-058_T1,15,7.405497,0.260229
data_2,D2-058,T1,D2-058_T1,16,7.397881,0.260968
data_2,D2-058,T1,D2-058_T1,17,7.424816,0.260907
data_2,D2-058,T1,D2-058_T1,18,7.438662,0.261797
data_2,D2-058,T1,D2-058_T1,19,7.446953,0.262388
data_2,D2-058,T1,D2-058_T1,20,7.487816,0.262231
data_2,D2-058,T1,D2-058_T1,21,7.512854,0.261570
data_2,D2-058,T1,D2-058_T1,22,7.567195,0.261923
data_2,D2-058,T1,D2-058_T1,23,7.605513,0.263519
data_2,D2-058,T1,D2-058_T1,24,7.692836,0.266006
data_2,D2-058,T1,D2-058_T1,25,7.763331,0.268659
data_2,D2-058,T1,D2-058_T1,26,7.828480,0.271077
data_2,D2-058,T1,D2-058_T1,27,7.865967,0.273316
data_2,D2-058,T1,D2-058_T1,28,7.975944,0.275006
data_2,D2-058,T1,D2-058_T1,29,8.082371,0.277449
data_2,D2-058,T1,D2-058_T1,30,8.164324,0.280399
data_2,D2-058,T1,D2-058_T1,31,8.240350,0.281724
data_2,D2-058,T1,D2-058_T1,32,8.269507,0.283436
data_2,D2-058,T1,D2-058_T1,33,8.286118,0.286115
data_2,D2-058,T1,D2-058_T1,34,8.314685,0.288449
data_2,D2-058,T1,D2-058_T1,35,8.389140,0.290099
data_2,D2-058,T1,D2-058_T1,36,8.501798,0.292513
data_2,D2-058,T1,D2-058_T1,37,8.600179,0.294502
data_2,D2-058,T1,D2-058_T1,38,8.687621,0.296031
data_2,D2-058,T1,D2-058_T1,39,8.740561,0.298119
data_2,D2-058,T1,D2-058_T1,40,8.803356,0.300697
data_2,D2-058,T1,D2-058_T1,41,8.863051,0.302126
data_2,D2-058,T1,D2-058_T1,42,8.922134,0.302921
data_2,D2-058,T1,D2-058_T1,43,8.946807,0.303705
data_2,D2-058,T1,D2-058_T1,44,8.975507,0.304898
data_2,D2-058,T1,D2-058_T1,45,8.966408,0.305560
data_2,D2-058,T1,D2-058_T1,46,8.940482,0.305430
data_2,D2-058,T1,D2-058_T1,47,8.952065,0.304941
data_2,D2-058,T1,D2-058_T1,48,9.007906,0.303732
data_2,D2-058,T1,D2-058_T1,49,8.962830,0.302408
data_2,D2-058,T1,D2-058_T1,50,8.862291,0.301389
data_2,D2-058,T1,D2-058_T1,51,8.772120,0.300815
data_2,D2-058,T1,D2-058_T1,52,8.740708,0.300268
data_2,D2-058,T1,D2-058_T1,53,8.766638,0.300099
data_2,D2-058,T1,D2-058_T1,54,8.759756,0.300501
data_2,D2-058,T1,D2-058_T1,55,8.660964,0.299559
data_2,D2-058,T1,D2-058_T1,56,8.524021,0.299522
data_2,D2-058,T1,D2-058_T1,57,8.382857,0.299509
data_2,D2-058,T1,D2-058_T1,58,8.265986,0.299198
data_2,D2-058,T1,D2-058_T1,59,8.188405,0.299221
data_2,D2-058,T1,D2-058_T1,60,8.165117,0.299042
data_2,D2-058,T1,D2-058_T1,61,8.154725,0.299421
data_2,D2-058,T1,D2-058_T1,62,8.121141,0.298788
data_2,D2-058,T1,D2-058_T1,63,8.058037,0.297765
data_2,D2-058,T1,D2-058_T1,64,7.960280,0.297226
data_2,D2-058,T1,D2-058_T1,65,7.859247,0.296032
data_2,D2-058,T1,D2-058_T1,66,7.756549,0.295054
data_2,D2-058,T1,D2-058_T1,67,7.641423,0.294190
data_2,D2-058,T1,D2-058_T1,68,7.527858,0.293416
data_2,D2-058,T1,D2-058_T1,69,7.382262,0.292339
data_2,D2-058,T1,D2-058_T1,70,7.245895,0.291337
data_2,D2-058,T1,D2-058_T1,71,7.149516,0.290665
data_2,D2-058,T1,D2-058_T1,72,7.091335,0.290623
data_2,D2-058,T1,D2-058_T1,73,7.037647,0.289566
data_2,D2-058,T1,D2-058_T1,74,6.934874,0.288973
data_2,D2-058,T1,D2-058_T1,75,6.794371,0.288448
data_2,D2-058,T1,D2-058_T1,76,6.682863,0.287980
data_2,D2-058,T1,D2-058_T1,77,6.597863,0.287500
data_2,D2-058,T1,D2-058_T1,78,6.521952,0.287612
data_2,D2-058,T1,D2-058_T1,79,6.482271,0.287177
data_2,D2-058,T1,D2-058_T1,80,6.407322,0.286009
data_2,D2-058,T1,D2-058_T1FS,0,6.098199,0.237885
data_2,D2-058,T1,D2-058_T1FS,1,6.324058,0.238071
data_2,D2-058,T1,D2-058_T1FS,2,6.791813,0.239390
data_2,D2-058,T1,D2-058_T1FS,3,7.069691,0.240037
data_2,D2-058,T1,D2-058_T1FS,4,7.208985,0.239792
data_2,D2-058,T1,D2-058_T1FS,5,7.457651,0.239634
data_2,D2-058,T1,D2-058_T1FS,6,7.687389,0.239822
data_2,D2-058,T1,D2-058_T1FS,7,7.859266,0.241249
data_2,D2-058,T1,D2-058_T1FS,8,8.005809,0.241793
data_2,D2-058,T1,D2-058_T1FS,9,8.121433,0.241798
data_2,D2-058,T1,D2-058_T1FS,10,8.093743,0.241988
data_2,D2-058,T1,D2-058_T1FS,11,8.165122,0.241815
data_2,D2-058,T1,D2-058_T1FS,12,8.348678,0.242798
data_2,D2-058,T1,D2-058_T1FS,13,8.490042,0.243559
data_2,D2-058,T1,D2-058_T1FS,14,8.694936,0.244384
data_2,D2-058,T1,D2-058_T1FS,15,8.944015,0.245951
data_2,D2-058,T1,D2-058_T1FS,16,8.979568,0.247400
data_2,D2-058,T1,D2-058_T1FS,17,9.185593,0.248679
data_2,D2-058,T1,D2-058_T1FS,18,9.331145,0.249685
data_2,D2-058,T1,D2-058_T1FS,19,9.417123,0.250786
data_2,D2-058,T1,D2-058_T1FS,20,9.298650,0.250866
data_2,D2-058,T1,D2-058_T1FS,21,9.072053,0.250148
data_2,D2-058,T1,D2-058_T1FS,22,8.932583,0.249392
data_2,D2-058,T1,D2-058_T1FS,23,8.809593,0.250019
data_2,D2-058,T1,D2-058_T1FS,24,8.877901,0.252119
data_2,D2-058,T1,D2-058_T1FS,25,9.116220,0.254340
data_2,D2-058,T1,D2-058_T1FS,26,9.245706,0.256410
data_2,D2-058,T1,D2-058_T1FS,27,9.345791,0.259108
data_2,D2-058,T1,D2-058_T1FS,28,9.319544,0.260508
data_2,D2-058,T1,D2-058_T1FS,29,9.447235,0.262519
data_2,D2-058,T1,D2-058_T1FS,30,9.486435,0.265224
data_2,D2-058,T1,D2-058_T1FS,31,9.440765,0.266266
data_2,D2-058,T1,D2-058_T1FS,32,9.344991,0.267811
data_2,D2-058,T1,D2-058_T1FS,33,9.350141,0.269929
data_2,D2-058,T1,D2-058_T1FS,34,9.484071,0.271975
data_2,D2-058,T1,D2-058_T1FS,35,9.651937,0.274767
data_2,D2-058,T1,D2-058_T1FS,36,9.912974,0.278111
data_2,D2-058,T1,D2-058_T1FS,37,10.060752,0.281403
data_2,D2-058,T1,D2-058_T1FS,38,9.672433,0.282366
data_2,D2-058,T1,D2-058_T1FS,39,9.471946,0.283876
data_2,D2-058,T1,D2-058_T1FS,40,9.418007,0.285017
data_2,D2-058,T1,D2-058_T1FS,41,9.438923,0.286064
data_2,D2-058,T1,D2-058_T1FS,42,9.504332,0.287519
data_2,D2-058,T1,D2-058_T1FS,43,9.580924,0.288331
data_2,D2-058,T1,D2-058_T1FS,44,9.580545,0.288215
data_2,D2-058,T1,D2-058_T1FS,45,9.622630,0.288554
data_2,D2-058,T1,D2-058_T1FS,46,9.650267,0.289156
data_2,D2-058,T1,D2-058_T1FS,47,9.534032,0.288989
data_2,D2-058,T1,D2-058_T1FS,48,9.545677,0.288717
data_2,D2-058,T1,D2-058_T1FS,49,9.312129,0.287343
data_2,D2-058,T1,D2-058_T1FS,50,9.088213,0.285601
data_2,D2-058,T1,D2-058_T1FS,51,8.969051,0.285234
data_2,D2-058,T1,D2-058_T1FS,52,8.951251,0.285085
data_2,D2-058,T1,D2-058_T1FS,53,9.000716,0.285141
data_2,D2-058,T1,D2-058_T1FS,54,9.066032,0.285971
data_2,D2-058,T1,D2-058_T1FS,55,9.115816,0.286438
data_2,D2-058,T1,D2-058_T1FS,56,9.226462,0.286699
data_2,D2-058,T1,D2-058_T1FS,57,9.190264,0.285723
data_2,D2-058,T1,D2-058_T1FS,58,9.116364,0.284399
data_2,D2-058,T1,D2-058_T1FS,59,8.890098,0.283833
data_2,D2-058,T1,D2-058_T1FS,60,8.792042,0.283531
data_2,D2-058,T1,D2-058_T1FS,61,8.770175,0.283410
data_2,D2-058,T1,D2-058_T1FS,62,8.687959,0.282406
data_2,D2-058,T1,D2-058_T1FS,63,8.683543,0.281692
data_2,D2-058,T1,D2-058_T1FS,64,8.765416,0.281408
data_2,D2-058,T1,D2-058_T1FS,65,8.762052,0.280673
data_2,D2-058,T1,D2-058_T1FS,66,8.897845,0.279630
data_2,D2-058,T1,D2-058_T1FS,67,8.916563,0.279084
